Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A676763,,04/14/2014 7:09:00 PM,Apr 2014,04/14/2012,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A750915,Ripley,06/30/2017 2:48:00 PM,Jun 2017,06/02/2015,Adoption,,Dog,Spayed Female,2 years,Bullmastiff Mix,Brown Brindle
A742298,Lando,02/13/2017 5:05:00 PM,Feb 2017,01/19/2015,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown
A705868,Izzy,07/24/2015 1:55:00 PM,Jul 2015,12/31/2014,Adoption,Foster,Dog,Neutered Male,6 months,Golden Retriever Mix,Red
A710363,*Wilma,08/30/2015 6:06:00 PM,Aug 2015,04/22/2015,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico
A569198,Bevo,02/21/2017 4:24:00 PM,Feb 2017,03/23/2006,Transfer,Partner,Dog,Neutered Male,10 years,Golden Retriever Mix,Buff
A707744,Music,07/25/2015 11:40:00 AM,Jul 2015,05/17/2015,Transfer,Partner,Dog,Intact Female,2 months,Great Pyrenees/Labrador Retriever,White
A712384,*Cassiopeia,10/01/2015 11:49:00 AM,Oct 2015,08/07/2015,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A839714,Cordelia,08/22/2021 3:59:00 PM,Aug 2021,08/12/2018,Adoption,,Dog,Spayed Female,3 years,Jack Russell Terrier/Labrador Retriever,Black
A817585,,07/25/2020 10:19:00 AM,Jul 2020,04/13/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby
A796788,Coco,06/06/2019 6:26:00 PM,Jun 2019,01/05/2019,Return to Owner,,Dog,Intact Female,4 months,Treeing Walker Coonhound/Great Dane,White/Brown Brindle
A853230,*Letty,03/22/2022 11:33:00 AM,Mar 2022,01/07/2022,Adoption,,Dog,Spayed Female,2 months,Rat Terrier Mix,Black/White
A800666,*Odin,08/04/2019 1:56:00 PM,Aug 2019,06/15/2019,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White
A671195,Cell,01/23/2014 11:42:00 AM,Jan 2014,01/20/2011,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White
A815121,*Brian,08/13/2021 6:05:00 PM,Aug 2021,03/11/2018,Adoption,Foster,Dog,Neutered Male,3 years,Pit Bull,White
A669506,Buddy,04/03/2014 7:07:00 PM,Apr 2014,12/21/2011,Transfer,Partner,Dog,Neutered Male,2 years,Beagle Mix,Tricolor
A786029,Mia,04/03/2019 2:05:00 PM,Apr 2019,09/30/2018,Adoption,Foster,Dog,Intact Female,6 months,Labrador Retriever/Great Pyrenees,White/Tan
A722596,Navy,03/19/2016 5:43:00 PM,Mar 2016,03/19/2014,Return to Owner,,Dog,Intact Female,2 years,Staffordshire Mix,Blue/White
A781349,,10/01/2018 5:24:00 PM,Oct 2018,07/27/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A666819,Stripe,12/22/2013 12:58:00 PM,Dec 2013,09/07/2013,Transfer,Partner,Cat,Neutered Male,3 months,Siamese/Domestic Shorthair,Black
A807718,Baby,11/03/2019 4:25:00 PM,Nov 2019,10/28/2018,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A789417,,02/27/2019 12:28:00 PM,Feb 2019,04/21/2018,Transfer,Partner,Dog,Intact Male,10 months,Labrador Retriever Mix,Tan/White
A840667,*Dylan,08/31/2021 3:55:00 PM,Aug 2021,06/11/2021,Transfer,Partner,Dog,Intact Male,2 months,Rottweiler,Black/Brown
A683440,,07/12/2014 3:46:00 PM,Jul 2014,05/21/2014,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie/White
A854620,Bella,04/23/2022 12:00:00 AM,Apr 2022,04/06/2015,Died,Emergency,Dog,Spayed Female,7 years,Pit Bull Mix,Brown Brindle/White
A801453,*Creampuff,08/11/2019 3:27:00 PM,Aug 2019,07/13/2019,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White
A776458,Lilly,08/08/2018 12:46:00 PM,Aug 2018,11/14/2017,Adoption,Foster,Dog,Spayed Female,8 months,Pit Bull Mix,Tan
A649122,Llama,07/13/2017 5:32:00 PM,Jul 2017,03/10/2008,Adoption,,Dog,Neutered Male,9 years,Tibetan Spaniel Mix,Red
A817478,,05/17/2020 9:40:00 AM,May 2020,05/16/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown
A701917,Zena,05/06/2015 5:39:00 PM,May 2015,05/06/2013,Return to Owner,,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black/Tan
A876724,,03/22/2023 6:52:00 PM,Mar 2023,11/18/2022,Died,In Kennel,Dog,Unknown,4 months,German Shepherd Mix,Tricolor
A684115,*Snowcream,08/11/2014 3:17:00 PM,Aug 2014,07/19/2011,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Cream Tabby/White
A849550,*Joy,01/14/2022 1:05:00 PM,Jan 2022,05/10/2021,Transfer,Partner,Dog,Intact Female,8 months,Cardigan Welsh Corgi/Queensland Heeler,Tan
A733559,*Guacamole,10/02/2016 5:46:00 PM,Oct 2016,07/24/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A710402,Nevaeh,01/05/2020 1:52:00 PM,Jan 2020,07/22/2015,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico
A673646,*Monte,03/06/2014 5:04:00 PM,Mar 2014,09/27/2013,Adoption,,Dog,Neutered Male,5 months,Catahoula Mix,Yellow Brindle
A685944,*Gilley,08/18/2014 6:36:00 PM,Aug 2014,04/14/2014,Adoption,,Dog,Neutered Male,4 months,American Bulldog Mix,White/Brown
A768149,Dixie,07/27/2018 12:25:00 PM,Jul 2018,03/13/2017,Adoption,,Dog,Spayed Female,1 year,Dachshund Mix,Black
A832310,,04/16/2021 11:03:00 AM,Apr 2021,11/11/2019,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Siberian Husky,Black/Tan
A701174,,04/24/2015 6:52:00 PM,Apr 2015,04/22/2015,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby/White
A774277,*Minnie,07/13/2018 12:58:00 PM,Jul 2018,08/17/2017,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black/White
A679399,,05/25/2014 12:04:00 PM,May 2014,03/26/2014,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd/Cardigan Welsh Corgi,Tricolor
A812415,*Amelia,06/09/2020 2:47:00 PM,Jun 2020,02/22/2019,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever,Brown Brindle
A834028,Molly,05/09/2021 11:57:00 AM,May 2021,11/09/2019,Return to Owner,,Dog,Intact Female,1 year,American Staffordshire Terrier,Black/White
A809217,,11/26/2019 4:15:00 PM,Nov 2019,05/21/2019,Adoption,,Dog,Spayed Female,6 months,Chihuahua Shorthair,Cream/White
A797709,Bandit,06/23/2019 5:50:00 PM,Jun 2019,05/02/2019,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White
A849003,Delilah,01/12/2022 5:13:00 PM,Jan 2022,12/31/2019,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,White
A860997,Andrea Lou,07/17/2022 3:28:00 PM,Jul 2022,05/22/2022,Adoption,,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A830379,,03/10/2021 1:04:00 PM,Mar 2021,03/08/2019,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A830653,*Topaz,03/26/2021 5:52:00 PM,Mar 2021,03/13/2019,Adoption,,Dog,Spayed Female,2 years,Doberman Pinsch Mix,Black/Brown
A817442,,05/20/2020 12:00:00 AM,May 2020,05/16/2017,Disposal,,Cat,Unknown,3 years,Domestic Shorthair,Black
A859858,,06/21/2022 4:24:00 PM,Jun 2022,05/01/2022,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White
A859949,*Cuthbert,07/14/2022 8:43:00 AM,Jul 2022,03/21/2022,Transfer,Out State,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A704276,*Chelsea,06/19/2015 1:43:00 PM,Jun 2015,06/03/2013,Transfer,Partner,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Blue/White
A701993,Nugget,05/07/2015 4:11:00 PM,May 2015,05/07/2014,Return to Owner,,Other,Neutered Male,1 year,Ferret Mix,Black/White
A753792,,07/11/2017 12:10:00 PM,Jul 2017,07/11/2009,Euthanasia,Suffering,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,White/Orange Tabby
A873253,*Peach Cobbler,05/28/2023 3:28:00 PM,May 2023,07/23/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair,Black
A694255,*Collette,12/29/2014 6:12:00 PM,Dec 2014,10/16/2014,Return to Owner,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A776871,,07/27/2018 4:15:00 PM,Jul 2018,04/26/2018,Transfer,Partner,Dog,Spayed Female,3 months,Australian Kelpie Mix,Brown Brindle/Black
A825520,,12/19/2020 10:04:00 AM,Dec 2020,10/19/2020,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
A789814,Cookie,03/03/2019 5:15:00 PM,Mar 2019,02/28/2017,Adoption,,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Black
A715994,Quidditch,11/13/2015 11:38:00 AM,Nov 2015,11/13/1999,Return to Owner,,Dog,Spayed Female,16 years,Chihuahua Shorthair/Dachshund,Buff
A749224,,05/16/2017 6:48:00 PM,May 2017,02/25/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A720734,Rooster 18,03/08/2016 3:07:00 PM,Mar 2016,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate
A787936,Jackson,01/23/2019 5:29:00 PM,Jan 2019,01/01/2013,Return to Owner,,Dog,Neutered Male,6 years,Schnauzer Giant/Standard Poodle,Gray/Black
A659035,Zoe,10/20/2013 3:29:00 PM,Oct 2013,11/18/2012,Adoption,,Dog,Spayed Female,11 months,Belgian Malinois Mix,Tan/White
A665091,Coco,10/23/2013 11:23:00 AM,Oct 2013,10/13/2005,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown
A725558,*Bailey,01/17/2017 9:13:00 AM,Jan 2017,04/30/2013,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A664996,,10/15/2013 1:30:00 PM,Oct 2013,10/05/2013,Transfer,Partner,Dog,Intact Female,1 weeks,Australian Cattle Dog Mix,Tricolor
A731641,,07/29/2016 6:14:00 PM,Jul 2016,05/25/2016,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Golden Retriever,Gold/White
A776941,*Jojo,10/06/2019 2:57:00 PM,Oct 2019,09/21/2017,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
A805512,Pickle,02/18/2020 2:36:00 PM,Feb 2020,05/28/2019,Adoption,,Dog,Neutered Male,8 months,Border Collie Mix,Gray/White
A814854,,03/11/2020 5:26:00 PM,Mar 2020,03/07/2015,Transfer,Partner,Dog,Neutered Male,5 years,English Bulldog,White/Brown
A679679,,05/24/2014 5:16:00 PM,May 2014,05/24/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black
A837869,Geralt,07/07/2021 1:40:00 PM,Jul 2021,06/30/2017,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,White/Cream Tabby
A842551,Kit Kat,10/11/2021 5:45:00 PM,Oct 2021,10/04/2019,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A752079,Rocky,06/23/2017 12:47:00 PM,Jun 2017,06/17/2015,Adoption,,Dog,Neutered Male,2 years,Catahoula Mix,Tricolor
A757328,10,09/10/2017 12:00:00 AM,Sep 2017,09/01/2015,Return to Owner,,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Brown Brindle
A753784,*Tetra,08/19/2017 12:39:00 PM,Aug 2017,07/11/2016,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White
A773644,*Teegan,10/27/2018 6:29:00 PM,Oct 2018,06/03/2016,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A759836,Duque,11/15/2019 5:07:00 PM,Nov 2019,07/28/2017,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White
A799013,,07/08/2019 7:44:00 PM,Jul 2019,07/03/2016,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,Brown Tabby/White
A742776,*Franzi,02/01/2017 1:09:00 PM,Feb 2017,01/27/2008,Transfer,Partner,Dog,Spayed Female,9 years,Dachshund,Black/Tan
A726304,Lola,06/23/2017 5:46:00 PM,Jun 2017,05/09/2015,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,White/Brown Brindle
A715031,Vicky,12/22/2015 2:08:00 PM,Dec 2015,10/30/2012,Return to Owner,,Dog,Spayed Female,3 years,Dachshund Mix,Red/Black
A729013,,06/29/2016 4:25:00 PM,Jun 2016,04/12/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A688941,,09/27/2014 9:00:00 AM,Sep 2014,05/26/2014,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A764139,,12/27/2017 5:26:00 PM,Dec 2017,12/22/2014,Adoption,,Dog,Neutered Male,3 years,Yorkshire Terrier/Miniature Schnauzer,Black
A739086,Jojo,11/27/2016 6:08:00 PM,Nov 2016,11/27/2014,Euthanasia,Suffering,Dog,Intact Male,2 years,Labrador Retriever Mix,Brown
A748109,,05/10/2017 12:00:00 AM,May 2017,04/29/2016,Transfer,Snr,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A770986,,04/28/2018 3:10:00 PM,Apr 2018,04/13/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A705062,,06/21/2015 2:24:00 PM,Jun 2015,06/12/2014,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A841248,A841248,09/28/2021 11:33:00 AM,Sep 2021,08/24/2019,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull,Blue
A720573,Trixie,03/26/2016 2:41:00 PM,Mar 2016,06/12/2015,Adoption,,Dog,Spayed Female,9 months,American Pit Bull Terrier Mix,Tan/White
A749464,*Kathy,06/20/2017 5:37:00 PM,Jun 2017,04/23/2017,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black
A675116,*Melinda,05/09/2014 1:00:00 PM,May 2014,09/23/2013,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie
A749737,,05/19/2017 10:19:00 AM,May 2017,05/18/2017,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White
A839036,*Cranberry,07/26/2021 7:10:00 PM,Jul 2021,07/15/2019,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,Black
A687164,Majic,09/05/2014 5:48:00 PM,Sep 2014,09/01/2011,Adoption,,Dog,Neutered Male,3 years,Great Pyrenees/Standard Poodle,White
A681560,Tutmosis,06/23/2014 11:30:00 AM,Jun 2014,06/18/2012,Return to Owner,,Cat,Neutered Male,2 years,Bombay Mix,Black
A766541,,02/15/2018 4:20:00 PM,Feb 2018,08/11/2017,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever/Border Collie,Black/White
A792677,Zeus,04/15/2019 1:03:00 PM,Apr 2019,04/13/2017,Transfer,Partner,Other,Intact Male,2 years,Guinea Pig,Tricolor
A723980,*Buster,04/14/2016 7:07:00 PM,Apr 2016,02/09/2016,Adoption,,Dog,Neutered Male,2 months,Cairn Terrier Mix,Tan
A835788,Smokey,01/24/2022 4:06:00 PM,Jan 2022,06/09/2018,Rto-Adopt,,Dog,Neutered Male,3 years,Blue Lacy Mix,Blue/White
A777958,*Gatlin,08/28/2018 12:42:00 PM,Aug 2018,06/10/2018,Adoption,Foster,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Tricolor
A778401,,08/14/2018 10:46:00 AM,Aug 2018,08/14/2017,Euthanasia,Suffering,Cat,Unknown,1 year,Domestic Shorthair Mix,Calico
A736721,*Hayden,10/22/2016 4:01:00 PM,Oct 2016,10/16/2005,Transfer,Partner,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue/White
A582945,Nina,12/17/2013 11:51:00 AM,Dec 2013,09/03/2006,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby
A798477,,07/01/2019 6:15:00 PM,Jul 2019,04/26/2019,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd/Great Pyrenees,Black/White
A770568,,06/02/2018 7:25:00 PM,Jun 2018,03/21/2018,Euthanasia,Suffering,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
A669194,,12/16/2013 6:40:00 PM,Dec 2013,06/16/2013,Euthanasia,Rabies Risk,Other,Unknown,6 months,Raccoon Mix,Brown
A778869,,08/21/2018 4:41:00 PM,Aug 2018,08/21/2017,Euthanasia,,Other,Unknown,1 year,Bat Mix,Brown
A813055,Rocko,10/16/2020 9:52:00 AM,Oct 2020,02/03/2018,Adoption,Foster,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black
A579608,Max,07/21/2014 12:43:00 PM,Jul 2014,06/09/2010,Return to Owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A816680,Stitch,06/02/2020 7:02:00 AM,Jun 2020,04/24/2010,Adoption,Foster,Dog,Spayed Female,10 years,Australian Kelpie Mix,Brown Brindle
A711723,,09/11/2015 12:00:00 AM,Sep 2015,08/28/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A576705,Blue,10/23/2015 3:55:00 PM,Oct 2015,03/18/2010,Adoption,,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point
A763873,*Aparee,12/21/2017 3:53:00 PM,Dec 2017,12/17/2015,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
A762461,Furiosa,01/20/2018 12:36:00 PM,Jan 2018,11/20/2015,Return to Owner,,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black
A799907,Chester,07/14/2019 4:20:00 PM,Jul 2019,11/14/2018,Return to Owner,,Dog,Intact Male,7 months,Siberian Husky,Red/Tan
A798758,Popo,06/30/2019 3:08:00 PM,Jun 2019,06/30/2017,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair,White/Gray
A829381,Muneca,02/09/2021 5:40:00 PM,Feb 2021,04/09/2020,Return to Owner,,Dog,Intact Female,10 months,German Shepherd,Tan/Black
A839707,Edith,10/02/2021 6:06:00 PM,Oct 2021,07/26/2018,Adoption,,Dog,Spayed Female,3 years,Staffordshire Mix,Brown/White
A776411,,07/13/2018 3:53:00 PM,Jul 2018,07/06/2018,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A872955,*Murray,03/12/2023 4:56:00 PM,Mar 2023,01/11/2023,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever,Black/White
A741183,Scooby,12/29/2016 4:56:00 PM,Dec 2016,11/22/2016,Return to Owner,,Dog,Intact Male,1 month,Cairn Terrier Mix,Tan
A705805,,06/24/2015 3:15:00 PM,Jun 2015,03/30/2015,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A863983,285 Grams,08/18/2022 6:21:00 PM,Aug 2022,07/27/2022,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White
A686365,Hazel,09/08/2014 11:26:00 AM,Sep 2014,10/20/2013,Adoption,,Dog,Spayed Female,10 months,Carolina Dog,Tan
A827282,*Pecan,01/30/2021 2:00:00 PM,Jan 2021,12/17/2018,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Tan
A747649,,04/26/2017 5:39:00 PM,Apr 2017,02/22/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange
A857491,*Franz,06/21/2022 5:26:00 PM,Jun 2022,03/28/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby/White
A797222,Maya,06/12/2019 4:21:00 PM,Jun 2019,03/12/2019,Adoption,,Dog,Spayed Female,3 months,Yorkshire Terrier/Toy Poodle,Black/White
A692520,Peanut Butte,11/25/2014 3:04:00 PM,Nov 2014,11/21/2013,Transfer,Partner,Dog,Intact Male,1 year,Shih Tzu Mix,Buff
A720975,Moose,02/22/2016 1:18:00 PM,Feb 2016,02/18/2014,Transfer,Partner,Dog,Intact Male,2 years,Shih Tzu Mix,Cream
A738903,*Mack,01/10/2017 4:03:00 PM,Jan 2017,11/23/2014,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,Black Brindle/White
A708918,,08/05/2015 2:21:00 PM,Aug 2015,08/02/2009,Transfer,Partner,Dog,Intact Male,6 years,Chihuahua Shorthair/Dachshund,Black/Tan
A752425,*Clark,07/02/2017 4:05:00 PM,Jul 2017,04/07/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A722787,,03/22/2016 3:03:00 PM,Mar 2016,03/22/2013,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown
A802011,,08/19/2019 6:46:00 PM,Aug 2019,07/25/2019,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Tabby
A739496,,12/03/2016 5:25:00 PM,Dec 2016,11/11/2016,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black/White
A809493,Theo,11/26/2019 10:35:00 AM,Nov 2019,11/25/2017,Euthanasia,Suffering,Other,Unknown,2 years,Chinchilla,Gray
A794974,,05/20/2019 6:23:00 PM,May 2019,05/14/2018,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier,Tricolor/Brown
A804523,*Maggie 168G,10/09/2019 6:05:00 PM,Oct 2019,09/08/2019,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby
A837284,Mimi,06/23/2021 1:55:00 PM,Jun 2021,06/02/2016,Return to Owner,,Dog,Spayed Female,5 years,Cairn Terrier,White
A713577,Ferguson,10/11/2015 5:10:00 PM,Oct 2015,10/09/2013,Return to Owner,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Tricolor
A788302,Zeus,04/05/2019 6:36:00 PM,Apr 2019,01/30/2019,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White
A738163,*Bobby,11/18/2016 10:25:00 PM,Nov 2016,11/06/2014,Adoption,,Dog,Neutered Male,2 years,Beagle Mix,Cream/White
A733547,Serenity,08/27/2016 5:02:00 PM,Aug 2016,06/23/2016,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Tan
A821808,,08/21/2020 11:30:00 AM,Aug 2020,08/19/2018,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A669594,*Bunny,01/21/2014 6:34:00 PM,Jan 2014,11/23/2013,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black
A818339,Scurvy,08/14/2020 12:00:00 AM,Aug 2020,06/05/2017,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby/White
A790471,,03/11/2019 4:12:00 PM,Mar 2019,03/11/2016,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Medium Hair,Blue/White
A705991,,06/23/2015 2:15:00 PM,Jun 2015,06/08/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A734034,,09/04/2016 5:44:00 PM,Sep 2016,05/01/2016,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A739413,,12/12/2016 4:05:00 PM,Dec 2016,12/02/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point/Gray
A740783,Sara,12/31/2016 3:54:00 PM,Dec 2016,12/22/2015,Adoption,,Dog,Spayed Female,1 year,Dalmatian/Labrador Retriever,White
A860643,Tyson,07/11/2022 5:05:00 PM,Jul 2022,04/16/2022,Adoption,,Dog,Neutered Male,2 months,Siberian Husky Mix,Tan/Black
A704239,Buddy,06/09/2015 6:37:00 PM,Jun 2015,06/02/2014,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A838402,Ginger,07/20/2021 4:15:00 PM,Jul 2021,03/31/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White
A773427,Fluff,06/13/2018 4:32:00 PM,Jun 2018,05/31/2016,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black
A800418,Walter,07/24/2019 4:15:00 PM,Jul 2019,07/20/2017,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tricolor
A562564,Goliath,07/25/2014 11:31:00 AM,Jul 2014,12/09/2005,Return to Owner,,Dog,Neutered Male,8 years,Australian Shepherd Mix,Tricolor
A776528,Raiden,07/23/2018 5:40:00 PM,Jul 2018,07/15/2017,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,White/Tan
A785490,Charlie,12/04/2018 11:18:00 AM,Dec 2018,12/04/2017,Return to Owner,,Dog,Intact Male,1 year,Yorkshire Terrier,Silver/Tan
A741019,Pumpkin,12/27/2016 7:15:00 PM,Dec 2016,12/26/2014,Return to Owner,,Dog,Spayed Female,2 years,American Bulldog Mix,White/Tan
A813630,Kobe,02/18/2020 5:32:00 PM,Feb 2020,12/14/2019,Adoption,,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Tan/White
A789369,Precious,04/09/2019 2:15:00 PM,Apr 2019,03/03/2009,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby/White
A736952,,10/21/2016 10:41:00 AM,Oct 2016,10/20/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray
A810294,Canelo,04/30/2021 5:47:00 PM,Apr 2021,04/10/2019,Return to Owner,,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White
A796246,,06/01/2019 3:16:00 PM,Jun 2019,03/30/2019,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A872077,,01/16/2023 10:32:00 AM,Jan 2023,12/03/2022,Adoption,,Other,Unknown,1 month,Lizard,Tan
A819058,,06/25/2020 2:46:00 PM,Jun 2020,06/21/2015,Transfer,Partner,Dog,Intact Female,5 years,Yorkshire Terrier/Chihuahua Shorthair,Cream
A824299,*Sakura,01/29/2021 11:40:00 AM,Jan 2021,10/10/2019,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A672968,,02/19/2014 10:25:00 AM,Feb 2014,02/18/2011,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown
A809173,,11/24/2019 10:20:00 AM,Nov 2019,11/20/2018,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby
A762192,,11/18/2017 7:09:00 PM,Nov 2017,08/15/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray Tabby/White
